body,views,replies,title,time,date,id
"Assalamu Alaykum
How
did you get this topic back on board POA? I hope you didn't threaten
DOC that Rooney will come after him (Rooney has a scary face atimes you
know)
Arsenal - Sheffield , Arsenal have so many players out. But they can win.
Football
and rascism. Which bands? T-shirts and stuff like that? i 've seen only
billboards of the 'Stand up, speak out' campaign. I'll try and get back
to this tomorrow insha Allah
Ma'assalam",9619,497,Football,21:26:00,3/1/05,136
"Assalamu Alaykum
POA,
have you been reading what's going through me mind? Exactly as you said
it, unfortunately i just have to dwell with the universities i've
already applied to. Application deadlines have passed for most unis,
especially the good ones like Cornell and other Ivy leagues. And as you
said it POA, i think if i has spoken to you and Asmauk earlier, i would
have applied to UMIST and Liverpool. But that's qadrullah, i have to
accept it. no worries <img src=""all%20posts%20by%20FAROUK1986%20-%20page6_files/smile.gif"" style=""vertical-align: middle;"" border=""0"" alt=""smile.gif"" emoid="":)"" /",920,23,Where Is Best,21:41:00,3/1/05,137
"Assalamu Alaykum
I
think we should be using the islamic hijri calendar in IF, or atleast
side by side with the georgian calendar. I wanted to put my islamic
birth date in me profilr but i couldn't. The prophet (s) i think loves
muslims to be different and exceptional in everything they do. That's
why he said we should cut our moustache and leave the beard, opposite
to what the jews and christians were doing.
Ma'assalam",477,1,Islamic Way,9:05:00,3/2/05,138
"Assalamu Alaykum
Thanks guys for the comments.
I like Borbus' idea of wearing the shirt inside out, using it for sport, under a jumper... <img src=""all%20posts%20by%20FAROUK1986%20-%20page6_files/thumbsup.gif"" style=""vertical-align: middle;"" border=""0"" alt=""thumbsup.gif"" emoid="":thumbsup:"" /",623,10,Ambiguous Words On Clothing,9:17:00,3/2/05,139
"Assalamu Alaykum sister POA
May Allah guide you to choose the best after your istikhara.
I
dont know exactly the situation, but the last thing you want to do is
start business information systems and find it hard as well or realise
you dont like it. So what makes you strongly believe you will like the
buss. comp. system and will do well? 
At the same time of
course, you do not want to continue what you really dont like and will
not do well in. A similar situation happened to me bro, and after he
changed courses, it was all good. He enjoyed it and is doing really
well.
Ma'assalam",1423,8,Changing My Course,19:32:00,3/2/05,140
"Assalamu Alaykum
I don't know whether you still need info. I guess you already know the benefits of marriage so i won't go into that.
The
drawbacks... I read about a pious man, he might have been a companion
of the prophet. He was asked why he didn't get married and he said
something about how he can't be patient with himself, talkless of a
wife and family, so it was better for him not to get married.
The
main thing is, if the marriage will cause more harm than good, then
it's better not to marry in the first place. For example when people
get married without loving each other, or just only for sexual
satisfaction, then eventually this will cast shadows letter on in the
marriage in the form of lack of trust, frequent arguments and fights...
hope that helps
Ma'assalam",388,6,Marriage Is  Necessary,11:25:00,3/7/05,141
"Assalamu Alaykum brother
It's
like i can feel your boredom as i read through your post. May Allah
help you through your troubles. Ameen. I think it all boils down to
your marriage. You do have goals you want to achieve in lie and i
suppose marriage is one of them, and not being able to do it makes you
feel down, like you are still at the same stage, not increasing your
iman or learning something new. You even mentioned how you felt you
will be a better person when you are a father.
So my advice to
you is to go ahead and achieve your goal. Get married eventhough it
might be a real battle btwn you and your parents. But you won't feel
bored as you patiently try to find a suitable partner, try to
compromise as best with your parents. No matter how long and painful
the process might be, i think it will make you feel better, as your
cahsing something and are getting closer and closer, and perhaps slowly
but surely, you will achieve your goal insha Allah.
Hope this helps
Ma'assalam",672,20,Bored,12:20:00,3/7/05,142
"Assalamu alaykum
Brother,
you know usually the most patient people get the best. So you might
just get that match amde in heaven, a fantastic pious wife. May Allah
give you that. Ameen . Just remember the longer the wait and patience,
the better the end result.
Ma'assalam",672,20,Bored,21:15:00,3/9/05,143
"Assalamu alaykum
Chealsea
Chelsea!!! outclassed barca. I was happy they won bcos of ronaldinos
comments that no english team will go through. Who does he think he is.
Player of the year? well now his out, chelsea is through. Liverpool are
on their way insha Allah, Arsenal need one more goal at the moment and
not concede any in about 6 minutes.... Man U out- terrible performance.
I'm behind the english teams in the champions league, even arsenal,
just bcos of Ronaldinos comment.
But i have to admit, Ronaldinos goal was excellent. best goal
Mourinno... his the man
best manager- morino
best player- terry
best keeper- check
best team- chelsea
best everything... guess...Chelsea!!!
Ma'assalam",9619,497,Football,21:30:00,3/9/05,144
"Assalamu Alaykum
I'm lost. Can someone please tell me more about ARY
ma'assalam",433,6,Want To Take Some Action?,19:15:00,3/10/05,145
"Assalamu alaykum
Brother,
first and foremost, i see no reason why you should be down. It's not
your fault at all as you said. So remember it was not your fault, it is
whoever stopped the engagement proceeding for whatever reason. As
people have already mentioned, be glad you are not to be involved with
the family if that's how they are reacting. Imagine when you get
married, i bet there will be a big fight over what language and culture
your children will be raised up with.
You might not know, but if
you accept this as something that Allah has decreed and you are patient
all the way through even though it is difficult, then Allah has in
store for you what is better in this life and ulimately in the next. As
you said, getting married has been a big goal for you in life. If you
put your head down, then you have already lost the battle when it is
not over yet. Your not dead, your still alive and going on insha Allah
so keep on looking for a partner, one of your goals in life and insha
Allah, you will see how Allah will reward you for your patience. Insha
Allah, you'll just look back at this event and say, 'what was the foss
all about?'. 
Finally, the underlying reason why you want to
get married is to please Allah. You chose not to date or any kind of
illegal ways out of this just for Allah's sake. You woll please Allah
even more if you are patient about this thing, and keep on trying to
please him in other ways, then he will take care of your marriage and
everything else.
Hope this helps.
Ma'assalam",1249,39,How Do You Handle Rejection?,21:24:00,3/10/05,146
"Assalamu Alaykum
This
incident happened some time ago now. I hope it is for the better of
Yusuf Islam, encourage him to keep on doing better in the deen.
I remember he said he was going to sue the american government... Anyone knows whether he did... or what happened?
Ma'assalam",270,1,Something Bad Has Begun,10:05:00,3/11/05,147
"Assalamu Alaykum
Common
guys, why are you jealous of liverpool. the comments your making now
are similar comments made b4 they played bayer leveurkeusen... they
will lose...blh blah blah. And why aren't you happy for chelsea. POA
anyone who thinks chelsea deserved to win is 'cracked' ? 
CE,
is it that you didn't want chelsea to win bcos of rumors that someone
in chelsea made racist comments? Ethics and football. If you look at it
that way, almost all football teams do unethical stuff. Like arsenal,
just look at some of the arrogant staements they come up with. Man U of
course we know. Liverpool, they even have a beer brandname on their
jersey. As long as we do not support the bad things they do, and only
enjoy our football, i think all is cool
I want to adopt a new
policy... Liverpool is still my team but the rest, no hard feelings.
They win, good for them. Not they cheated, they were lucky, and sought
of biased comments.
Best player- Gerrard of liverpool
Best team- Chelsea
Insha Allah i'll come back and post more
(i'm in a hurry to go home. Sorry if i'm sounding.... not nice. Smile everybody)",9619,497,Football,17:01:00,3/11/05,148
"Assalamu alaykum
As
Sis Qassab pointed out, is it allowed to lie in order to make people
laugh? I read a sahih hadith (i think narrated by bukhari) which the
prophet (S) said 'Woe unto those who lie to make people laugh' . 
So
are these funny semi lie stories from reliable sources? Or is it one of
those exceptions? if they are exceptions, i would like to know the
ruling when they are allowed.
The story of someone whose
clothing and stuff were taken away why he was sleeping, i think i've a
hadith which the prophet (S) says muslims should not play with each
others properties and gave an example with hiding people's shoes.
Also taking off the person's cloth and made naked? that doesn't sound good to me.
Then
the food joke where someone hit someone with 'craudle' (or something
like that), and throwing water melons at each other, isn't that waste
of food? Is it allowed to playfully waste food in Islam? Is it courtesy
to force someone to eat what they don't want to it, ans swearing they
must eat it? So if the person doesn't eat it, 3 days fast!!! Doesn't
sound good to me. 
Most of the jokes sound a bit dodgy to me. 
Hope someone can explain and justify them.
Ma'assalam",700,10,Humour Of The Companions,12:33:00,3/21/05,149
"Assalamu alaykum
I read the link given about jokes; <a href=""http://www.ummah.com/islam/taqwapalace/humour.pdf"" target=""_blank""",700,10,Humour Of The Companions,20:43:00,3/21/05,150
"Assalamu alaykum
Great
story, i wonder why you hesitated to share it. What's special about the
Imam Soyooti Tafsir. it sounds very important(you spaek arabic? If you
do that's great for you). When i went for Umrah, almost all the books,
interesting titles and so on were in arabic, but i can't speak arabic <img src=""all%20posts%20by%20FAROUK1986%20-%20page6_files/cry.gif"" style=""vertical-align: middle;"" border=""0"" alt=""cry.gif"" emoid="":cry:"" /",981,40,Better Late Than Never,21:33:00,3/22/05,151
"Assalamu Alaykum
I
don't think the campaign will be succesful. It takes a lot more to
abstain than just wearing 'I want to Abstain' on clothing that do not
promote abstinence at all themselves. On the contrary, they might do
just the contrary, people buy the abstinence clothing, want to show it
off, temptation, then its all over. 
Ma'assalam",405,7,Fashion Takes A Vow Of Chastity,21:40:00,3/22/05,152
"Assalamu alaykum
^^^^^^^^Yup,
i like the analogy by 'Jannahj', i tried to think of an analogy to
compare the clothing with abstinence and how it won't work, but
couldn't. So all credit to 'Jannahj' - Great analogy!!!
Ma'assalam",405,7,Fashion Takes A Vow Of Chastity,9:15:00,3/23/05,153
"Assalamu Alaykum
The
Makkah part was a great read!!! Funny how guys didn't want to be
patient and ended up in a worse situation. The patient always win!!!
Ma'assalam",981,40,Better Late Than Never,20:58:00,3/23/05,154
"Assalamu Alaykum
Ok
for a start, i haven't being following this thread but it looks like
the most lively, longest going with a lot of posts- maybe the record
holder in IF.
Anyway what's 'bisht'? 
It seems like you
guys watch all the 5 prayers in the haramain every day. is that right?
That's great, how do you get the time to watch all, which channel?
Don't you guys go to school?
Plus someone mentioned sheikh
hudaifi being arrested, but it seems he's now around. i thought once
they are arrrested, no one hears about them for life and the keys to
their prison wards are thrown away. That's what i heard sheikh faisal
of UK say (he has also been arrested i heard). 
sudais quran
recitation is the best i think, but after you listen to it for long,
and then it comes to shuraim's turn, Shuraim's seems better. just
fantastic!!! Who is sheikh hudaifee? what's he famous for? never really
heard much about him. is he also one of the great quran reciters?
Ma'assalam",44068,1990,Imams of the Haramain,21:23:00,3/23/05,155
"<!--QuoteBegin-Crystal Eyes+Mar 23 2005, 08:26 PM--",9619,497,Football,21:46:00,3/23/05,156
"Assalamu alaykum
Ok
i read the last post crystal eyes posted. At first i was happy with the
way you replied, your approach and everrything, alham dulillah i think
its all OK.
But then you said;
 'no one is offended, it
just ain't nice to see hypocricy wallahi, you were willing to join the
thread a discuss and now it seems you think back on it, just because
some think l'pool will lose?' 
I had butterflies going through
my stomach reading that. I think we're misunderstanding each other, as
usually occurs when football is discussed. I acted hypocritically? May
Allah forgive me for that. I'm very sorry. Now i feel all bad. Maybe
its time to say bye bye to this thread. I'm sorry if i offended anyone.
Please all should forgive me.
Ma'assalam",9619,497,Football,8:43:00,3/24/05,157
"Assalamu alaykum,
I
dont know about the sites your talking about unfortunately. You can try
www.islamonline.net - 'Ask The Scholar' section. I think they take 10
questions at 2 o clock everyday. They have a good reliable service,
good responses. 
Hope this helps.
Ma'assalam",272,5,Asking Questions To Askimam Or Islamqa,8:49:00,3/24/05,158
"Assalamu Alaykum
thanks guys for answering me questions. Grateful!!! <img src=""all%20posts%20by%20FAROUK1986%20-%20page5_files/biggrin.gif"" style=""vertical-align: middle;"" border=""0"" alt=""biggrin.gif"" emoid="":D"" /",44068,1990,Imams of the Haramain,10:59:00,3/24/05,159
"Assalamu alaykum,
Great initiative brother- for setting an example and being courageous to post this!!!
Brother
i forgive eventhough this is the first time i think we're posting on
the same thread. I forgive you for what you might even do to me in the
future. And so to everybody in IF, and everybody in the whole wide
world, i forgive everybody. I ask every body to also forgive me for
anything in the past, present or future. May Allah forgive us all too.
Ameen
I heard this great hadith (but i dont have the source, so
i don't even know whether it's authentic, but there's a good lesson
from it i think)
The messenger (S) was in the Masjid and told
the companions the next person coming into the Masjid is a man of
paradise. This happened 3 times i think and the same person kept
turning up. So the companions tried to find out why this person is a
man of paradise. One of the companions spent time with him to find out.
This man of paradise, slept through the night, and didn't do anything
special that people could see. So thr companion investigating gave up
and told the man of paradise that he has been observing his actions
because of what the prophet (S) said, and asked the man of paradise
what he does that is special. The man of paradise told him he doesn't
know but he does something every night before he goes to bed. Before he
goes to bed he forgives everybody for what they did to him hoping that
Allah also forgives him for what he has done.
When A shocolar
told me this hadith, i said to myself, why not forgive Bush for
invading muslim lands and killing my muslim brothers and sisters, all
the people who oppress the muslims and all people who do me wrong, for
surely, Allah's torment is enough for them if they don't repent
sincerely, i don't need to add more torment on them. Also i might have
oppressed so many people in ways i do not perceive, or hurt them, or
cause them harm without knowing, so i hope Allah also forgives me for
my own short comings. Like an example, i made some comments in a thread
in IF and someone called me a hypocrite. Up till now i dont know why
what i said was hypocrital, but it might have been hypocrital, so i
asked for forgiveness and may Allah forgive me.
Ma'assalam",632,20,Forgive Me?,19:35:00,3/24/05,160
"Assalamu alaykum
Great
post sister!!! Well said and very modest of you to say its a useless
post and your not expecting people to change from this. i say no
no...This post is great. May Allah help us and guide us through all
these tests. And may he not give us a test which we cannot bear. Ameen
Add
to what you said sister, people basically fighting with each other in
IF, and of course in the wider muslim world, muslims fighting amongst
themselves. Subhanallah. May all unite us all muslims and give us
victory over those who do not believe. ameen
Ma'assalam",388,15,Lights Out....or,19:57:00,3/24/05,161
"Assalamu alaykum
^^^^Islam
online didn't directly answer your question? LOL. I like their
responses actually, especially whe ni read the response they give to
other people. They give personal counselling and fatwa. Although when i
had counselling from them, they kind of didn't answer my question. But
i think this is due to the communication method, it is easy to
misinterpret information since its not face to face, or the counsellor
wants some vital information to determine the problem or solution but
doesn't have it in the initial post sent. Allahu a'alam
Ma'assalam",272,5,Asking Questions To Askimam Or Islamqa,20:57:00,3/24/05,162
"Assalamu alaykum
I'm
just hearing about this country for the first time i believe. Here is
an article i read about it. Ine of those mulim 'Tan' countries we know
exist
<a href=""http://www.islamonline.net/English/News/2005-03/24/article01.shtml"" target=""_blank""",793,5,"  <a href=""http://www.gawaher.com/index.php?showtopic=10724&amp;hl=""",20:19:00,3/25/05,163
"Assalamu Alaykum
I think i got the first address wrong. here it is i hope;
<a href=""http://www.islamonline.net/English/News/2005-03/24/article01.shtml"" target=""_blank""",793,5,"  <a href=""http://www.gawaher.com/index.php?showtopic=10724&amp;hl=""",20:25:00,3/25/05,164
"Assalamu Alaykum
Alhamdulillah,
i'm so happy i've been forgiven, and i have nothing between me and
anyone. I hate something coming between my muslim brothers and sisters.
Rahim
you listen to football on radio!!! Once i did that, didn't like it much
but had to as I was camping in the wild. The radio commentators too
biased on one side i think, so one doesn't get good game reflection.
what's your question again?
POA!!!!! where have you been??? We miss you here!!! I hope your fine. 
I
will be on easter vacation insha Allah till 10th of April and will
insha Allah be booking for exams. So i'll not be on the net regularly.
So till you hear my post and after match comments later on insha Allah,
especially;
Liverpool V Juventus
I hope Juventus dont make me a laughing stalk on IF, if you know what i mean. 
Ma'assalam",9619,497,Football,21:01:00,3/25/05,165
"Assalamu alaykum
I
started the forum for Krygyztan and not where i live!!! So here it is
Nigeria. The muslim Nation. It seems to me that Islam's rise back to
power will come from the roots of Nigeria. Yup that's right, ask me why
if you want.
There's a lot to say about this great muslim
nation, full of devout muslims, and great scholars, even though they
are not the most renowned in the world. So when i thimk of something to
say about Nigeria, i'll just post it here,or if you have any questions,
insha Allah i will help you quench your thirst.
For now let me try find some articles for you to read about Nigeria;
<a href=""http://www.islamonline.net/English/News/2005-03/24/article05.shtml"" target=""_blank""",1079,8,"  <a href=""http://www.gawaher.com/index.php?showtopic=10728&amp;hl=""",21:09:00,3/25/05,166
"Assalamu alaykum
I
will be going to Nigeria insha Allah this easter holidays. Bi-iznillah
i will be busy revising for my final IB exams. This means i will not be
on the net as often. i will be back insha Allah in full swing on the
10th of april. 
Please pray for my safe journey, nice enjoyable
holiday with power and water supply 24/7 (yup, we have power and water
cuts), succesful revision, and safe jorney back to school. And i do
well in my exams. Same to all muslims in a similar situation to me.
Ameen
Then the other part to it is i recently learned Armed
Robbers invaded our home. They were 7, had guns, tied up all the
security personal, broke into the house. But then alhamdulillah, Allah
is Great, there was no one in the house. My mom, dad, all had
travelled. So they left.
That's Nigeria for you. We live in
terror throughout our lives that Highway robbers don't stop us on the
street at broad daylight, and sometimes we have sleepless nights
fearing armed robbers will break into our houses. The police are
apparently the robbers and the enemy. 
May Allah protect our lives, property from all danger. Ameen
Please pray for my safe journey, nice enjoyable holiday
Ma'assalam",367,12,I'm Off,21:36:00,3/25/05,167
"Assalamu alaykum
I'm sure you guys would have noticed this, but i don't know why its like that.
In
madinah, the mu'azzin does not repeat the calls, 'Allahu akbar' after
the imam. He does not even say 'Rabbana wa lakal hamd' after the imam
says 'sami Allahu liman hamidan'. But in Makkah the mu'azzin does
repeat the calls. 
It might just me my coincidental observations, i don't know whether you have observed that. 
Ma'assalam",44068,1990,Imams of the Haramain,22:01:00,3/25/05,168
"Assalamu Alaykum
Allahu
Akbar. Allahu Akbar. Allahu Akbar. I just read Nicolas Anelka is now a
muslim. Tell me i'm late and you all know. So that's why he went to
Turkey. What a good move for him. May Allah guide him to the straight
path, and all of us. Ameen. Islam and football, i imagine how enjoyable
that will b for Anelka in turkey. 
I heard Habib Toure takes a
praying mat to Highbury, someone told me he heard a commentator say
Toure is fasting, while palying a match in Ramadan. Who else....
Kanoute, Mido...... i think that's all i know.
Ma'assalam",9619,497,Football,22:44:00,3/25/05,169
"Assalamu Alaykum
just
to add to the previous post, A brother in IF from Brondesbury college
(Yusuf Islam's school) confirmed that football players came to his
school and gave a speech. I think it was anelka, kanoute and i'm not
sure if there were more.
Ma'assalam",9619,497,Football,23:23:00,3/25/05,170
"Assalamu alaykum
Blame game
A
thief came up to a judge with a crouching stick, he had a broken leg
and said to the judge, 'your honour, i was walking down the road
minding my own business. suddenly i spotted an open window. It was an
invitation i had to accept. I opened the window, and before i got in,
the window slammed down and broke me leg. so i blame the man who is
accusing me of robbing him for breaking my leg. The judge asked the
man, 'why did you have a faulty window that injured the thief' , the
man said i blame the carpenter for making me a bad window. After all i
payed good money for that. The judge asked for the carpenter, The
carpenter said i made a bad window because i ate a bad pie that day, so
blame the baker The judge said bring me the baker. The judge said, you
baked a bad pie, that made the carpenter make a bad window that broke
the thief's leg. The baker said, i blame a beautiful woman who came in
to the bakery while i was making the pie. i got distracted and baked a
terrible pie. So the woman was brought in asked why she distracted the
baker. The woman asked how did she distract he baker, the baker said
her dress. So the woman blamed the tailor for making such an attractive
dress. The tailor was brought in, wasn't the smartest of blokes,
couldn't blame anybody and so the judge sentenced him to be hanged. The
tailor was a tall bloke, so the officer who was supposed to hang him
said the man is too tall, his legs will land on the floor when the
stool is removed. So the judge blamed the man who designed the hanging
device and he was hanged!!!
Who do you blame ovrall? If you were the tailor, who would you blame to save your life?
Moral of joke: Take responsibility and dont find people to blame, rather acknowledge your mistake.
There are so many versions of this story i think.
Hope you enjoyed it and ma'assalam",154,3,Don't Blame Anyone,23:57:00,3/25/05,171
"Assalamu alaykum
500
students were writing an exam. It was time up. The invigilator
announced stop writing. 499 students stopped writing, got up and gave
in their papers. One boy kept on writing and writing. The invilator
said, that's it. I'm not takin in your paper. The boy kept on writing.
The invigilator ignored him and piled all the other papers. Suddenly
the boy came up with his paper and tried to hand it in. The invilator
said he had to obey the rules and he cant cheat. The boy pleaded,
cried, but to no avail. He turned around with sunken shoulders and
headed to the exit. The invilator felt pity for him and was tempted to
collect the boys paper, but he stood frim to his decision. Half way to
the exit, the boy turned around with confidence and came to the
invigilator He asked the invigilator, 'do you know me?' the invigilator
said No. The boy asked are you sure. The invilator hesitated whether
the boy was the son of an important person, but the invigilator said
No, i dont know you. The boy asked for the last time, Are you 100% sure
you dont know me. The invilator said,No i don't no you. i'm sorry i
cant help you. The boy smiled and put his paper in the middle of the
pile of the other 499 papers which were kept on a table, then the boy
ran off!!!
You get it? if you don't get it, the funnier. have a think and when you get it, you'll appreciate the story!
Ma'assalam",227,5,The Exam,0:09:00,3/26/05,172
"Assalamu alaykum 
Yup^^^
i think so. When i went to Makkah and madina, although i might not have
been very observant, the pattern was consistent. In makkah, the
mu'azzin repeats, in madinah doesn't. I wasn't the only one who
observed this. A muslim brother even asked me why that is so!!!
May
it was just coincidently when i was there. I was in saudi for less than
a week doing umra in sha'aban. Anyway your observations should be more
accurate than mine, since you guys watch the salats ona more regular
basis.
Thanks 
Ma'assalam",44068,1990,Imams of the Haramain,0:14:00,3/26/05,173
"Assalamu alaykum
Smart decision.  Nice one!!!
Ma'assalam",402,11,A Blondes Revenge,0:16:00,3/26/05,174
"Assalamu Alaykum
Nice
sharing some information brother. Tell me more please, i'm interested.
You live there? live in Russia? if so i did you visit?
ma'assalam",793,5,"  <a href=""http://www.gawaher.com/index.php?showtopic=10724&amp;hl=""",20:38:00,4/17/05,175
"Assalamu Alaykum everybody!!!
Alhamdulillah i'm back!!!
So do i need say more about Liverpool, or shall i just wait for your comments?................
Man U V Arsenal FA cup final. Fantastic. A cracker on my graduation day.
Lampard
is really becoming a classy player. Now i think his better than
gerrard. Gerrerd might regret leaving liverpool, but somehow i want him
to leave. He keeps on saying the team needs improving when he needs a
lot to improve. He's getting more inconsistent with time and pressure
is on him. He seems to be handling it pretty badly.
Rahim- sorry
its late (i travelled), but in answer to your question, i think
football is worldwide and popular because its an easy game to play.
Just a ball and that's it. So everyone around the world can play it
unlike basketball where you need a rim, or cricket where you need bats,
or golf where you need those sticks.... So people know the, and enjoy
wathcing it. some people are football for life diehards, i think
because they don't have other important things to do, especially those
who don't have a religion and are out to have as much fun and joy in
this world.
POA, Crysal eyes, rahim, i'm waiting for your comments. i'm sure you've watched or atleast heard the champions league results.
ma'assalam",9619,497,Football,20:54:00,4/17/05,176
"Assalamu Alaykum
haven't read such an interesting topic like this for some time. 
Beard or the hijab can be more difficult or easier to people depending. its relative on the person'd taqwa, place, etc 
The
beard could easily be dismissed by people as this person is likely to
be a muslim as non muslims also leave a beard. But how about a turban
or a religious hat for men. This is also sunnah. I'm sure this will
more distinctly show everbody this person is a muslim. Now then maybe
the men will start to experience some of what it is like to were the
hijab.
Ma'assalam",1432,57,"Is It Harder To Grow A Beard, Or Wear Hijab?",21:30:00,4/17/05,177
"Assalamu alaykum
May
Allah give you and your mother good health. Your such a wonderful
sister Ummammaar. Your presence will surely be missed. hasbunallahu
wani'imal wakeel.
Ma'assalam",541,9,I May Not Be Here For Some Time,21:39:00,4/17/05,178
"Assalamuj Alaykum
Alhamdulillah
i'm back nice and fine. i had a great time (ok may be not revision
wise). Actually come to think of it, i made the security issue in
Nigeria sound very bad. There is a security problem, but its not that
bad if you see what i mean or should i say alhamdulillah we are fine.
I
still have a lot of revision on me shoulders, and i think that will
make me not frequently log on to IF. Insha Allah when i get time all
tell you the highlights of my trip.
Sis- Zeinab your Nigerian?
lived there, been there? Or if your not Nigeria and are muslim, you
could be Lebanese. I know there are a lot of them in Nigeria.
Ma'assalam",367,12,I'm Off,21:52:00,4/17/05,179
"Assalamu Alaykum
if
i'm not mistaken i can still see ads while this topic says 'ads-free
skin' . I didn't mind it b4 but now i see haram pictures of women with
uncovered hair.
Ma'assalam",414,9,Ads-free Skins,21:54:00,4/17/05,180
"Assalamu Alaykum
May Allah help you through whatever ou're striving to do. Ameen- hasbunallahu wa ni'imal wakeel.
Are the weights exams? if they're exams i'm glad is not something that bad and may Allah help you with that. Ameen.
Ma'assalam",601,9,I'll Be A Way For A While,21:57:00,4/17/05,181
"Assalamu Alaykum
I
like crystal eye's new 'Allah banner' (is that what you call it?). I
never found a good one to put for meself. Who knows where i can get one?
i've
contacted POA, i think POA ought to say bye to us on the thread. but i
doubt she even logs onto IF. Someone contact her so she can say bye to
us on the football thread. 
Sis Asmauk, just the right time for
you to be back on the thread. Have you been reading what has been going
on in the thread? Interesting stuff and you said almost exactly what i
was going to say. 'Did liverpool have another easy draw?' 
Chelsea- Liverpool ...... scary.
Chelsea-Arsenal
tomorrow, wednesday night. a cracker. Arsenal haven't played Everton
yet have they? i thought they were suppose to but didn't bcos of FA cup.
Ma'assalam",9619,497,Football,21:32:00,4/19/05,182
"Assalamu alaykum
i'm
sure most of you know Amr khaled. I've listened to several of his talks
on TV and they are very good. He tries his best to convince women who
don't wear hijab to wear it. But he wears a suit and shaves bcos
leaving the beard is 'not compulsory'. i heard he does that to show
that Islam is for everybody not just for the bearded men. It seems to
be working though as he gets more and more followers.
Some
people criticise him for not following sunnah ways, but kafir ways like
his dressing in suit and shaving. Some people support him and say
shaving is not compulsory and wearing suits is no problem, and his
wearing suits and shaving has helped him guide many to practice Islam
sincerely.
i dont have a beard yet. i've never shaved it and it
hasn't grown yet. When it comes insha Allah, what's the ruling, fard to
leave the beard and side burns, or.... I don't have a lot of knowledge
on leaving the beard but the hadith i read seems to me like the prophet
gave a command, not a suggestion or advice, saying 'trim the moustache
and leave the beard'
Ma'assalam",1432,57,"Is It Harder To Grow A Beard, Or Wear Hijab?",21:46:00,4/19/05,183
"Assalamu alaykum
on the left top hand corner of my screen, it has 'Logged in as: Farouk1986' or do i need to do something else?",414,9,Ads-free Skins,21:56:00,4/19/05,184
"Assalamu Alaykum
^^^^Yup yup, i agree hijab is harder. But that's just what i think, i might be wrong. 
The muhammed ali story is wonderful!!!
ma'assalam",1432,57,"Is It Harder To Grow A Beard, Or Wear Hijab?",20:56:00,4/23/05,185
"Assalamu Alaykum
What's
the conclusion? What do scholars conclude about pictures, especially
family pictures hung up on walls, unlike portrait photohgraphs on ID
cards which to an extent is necessary.
ma'assalam",1032,21,"Do you have ""pictures"" in your house",11:55:00,5/7/05,186
"Assalamu Alaykum
i
think it's haram. Allah says 'Do not come near Zinah' and to me prom is
one of those events that make one come close to zinah. There's also the
extravagance in spending for the prom, drinking usually takes place,
music that excites the evil desires. For alcohol, it is even haram to
sit on the table where it is served. In proms this will usually
inevitably happen.
Ma'assalam",628,23,Ball/prom,12:00:00,5/7/05,187
"Assalamu Alaykum
^^^of course sister mystique. Allah forgives mistakes.
ma'assalam",628,23,Ball/prom,12:51:00,5/7/05,188
"Assalamu Alaykum
And i forgot to add me smiley face <img src=""all%20posts%20by%20FAROUK1986%20-%20page4_files/biggrin.gif"" style=""vertical-align: middle;"" border=""0"" alt=""biggrin.gif"" emoid="":D"" /",628,23,Ball/prom,12:54:00,5/7/05,189
"Assalamu Alaykum
I posted this a while ago but somehow it mysteriously disappered. so i hope you see this b4 it mysteriously disappears.
There
is a deen intensive in juky running for about a month. It is possible
to get financial to go on the trip. For more information. see;
www.deen-intensive.com
Insha
Allah i will be attending and i would like to know if anybody is or is
willing to go. You can tell me more about it if you have been to one of
the deen intensives or know about. It is organised by Zaytuna.
ma'assalam <img src=""all%20posts%20by%20FAROUK1986%20-%20page4_files/smile.gif"" style=""vertical-align: middle;"" border=""0"" alt=""smile.gif"" emoid="":)"" /",341,1,Rihla To Medina,12:59:00,5/7/05,190
"Assalamu Alaykum
Soon
my school prom is taking place i've been having a lot of discussions
with the muslims who want to go. What gets to them the most is like
Brother Lailaha-illah also said 'its the last time we're going to
meet'. Just as everybody would like to spend the last moments of their
lives doing good, also spend your last moments in high school or
wherever it may be, doing something good. Have good endings to
everything. Like sister MM 04 suggested, an islamic party is good, a
great way to spend your last moments in school with good people.
Another
thing is the peer pressure. Peer pressure because everyone is talking
about it. Saying 'Oh its going to be fun', 'you'll miss if you don't
go'....Guys in my school talk and plan what they will do for their
proms years in advance, organising their dates, cars, suits and what
not. 
My answer to this is, be patient. You will never lose out
if you remember Allah and decide not to do something for his sake. The
reward will be immense. Atleast if the prom is not haram, it is
doubtful and keep away from what you are in doubt with to what your
comfortable with, what you can happily do while everyone is watching
you , especially Allah. 
Brother Lailaha-illah, about your
friend, don't forsake him. Show him with wisdom that what he did or
what he is doing is haram. If he doesn't listen or keeps on arguing he
is right to do what he is doing, then leave him alone and close that
chapter by ending that discussion. Remember the prophet (S) said i
guarantee paradise to someone who stops an argument even if they know
they are right.
And trust me brother, don't be sad, you will see
people doing so much wrong. You just occupy yourself with what Allah
will hold you account for, and leave people to account with Allah for
their own. If an opportunity rises to show them with wisdom that they
are doing wrong, then take it and do it without intense arguments. 
Ma'assalam",628,23,Ball/prom,20:57:00,5/7/05,191
